crop_name,amount_usd,amount_tzs,trading_hub,recorded_date
GROUNDNUT,69.81,181506.00,Mbeya Border Market,2024-07-29
GROUNDNUT,74.05,192530.00,Tanga Coastal Exchange,2024-07-29
GROUNDNUT,68.13,177138.00,Tabora Grain Yard,2024-07-29
GROUNDNUT,75.98,197548.00,Kigoma Lake Hub,2024-07-29
SUNFLOWER,59.86,155636.00,Dar Es Salaam Wholesale,2024-07-29
SUNFLOWER,57.03,148278.00,Mwanza Central Hub,2024-07-29
SUNFLOWER,61.78,160628.00,Arusha North Hub,2024-07-29
SUNFLOWER,58.94,153244.00,Dodoma Wholesale Hub,2024-07-29
SUNFLOWER,56.10,145860.00,Mbeya Border Market,2024-07-29
SUNFLOWER,59.69,155194.00,Tanga Coastal Exchange,2024-07-29
SUNFLOWER,55.09,143234.00,Tabora Grain Yard,2024-07-29
SUNFLOWER,61.63,160238.00,Kigoma Lake Hub,2024-07-29
COFFEE,87.19,226694.00,Dar Es Salaam Wholesale,2024-07-29
COFFEE,82.88,215488.00,Mwanza Central Hub,2024-07-29
COFFEE,89.55,232830.00,Arusha North Hub,2024-07-29
COFFEE,85.23,221598.00,Dodoma Wholesale Hub,2024-07-29
COFFEE,80.92,210392.00,Mbeya Border Market,2024-07-29
COFFEE,85.88,223288.00,Tanga Coastal Exchange,2024-07-29
COFFEE,79.06,205556.00,Tabora Grain Yard,2024-07-29
COFFEE,88.21,229346.00,Kigoma Lake Hub,2024-07-29
CASHEW,90.32,234832.00,Dar Es Salaam Wholesale,2024-07-29
CASHEW,85.99,223574.00,Mwanza Central Hub,2024-07-29
CASHEW,93.07,241982.00,Arusha North Hub,2024-07-29
CASHEW,88.75,230750.00,Dodoma Wholesale Hub,2024-07-29
CASHEW,84.42,219492.00,Mbeya Border Market,2024-07-29
CASHEW,89.76,233376.00,Tanga Coastal Exchange,2024-07-29
CASHEW,82.79,215254.00,Tabora Grain Yard,2024-07-29
CASHEW,92.55,240630.00,Kigoma Lake Hub,2024-07-29
COCONUT,82.18,213668.00,Dar Es Salaam Wholesale,2024-07-29
COCONUT,78.18,203268.00,Mwanza Central Hub,2024-07-29
COCONUT,84.55,219830.00,Arusha North Hub,2024-07-29
COCONUT,80.54,209404.00,Dodoma Wholesale Hub,2024-07-29
COCONUT,76.53,198978.00,Mbeya Border Market,2024-07-29
COCONUT,81.30,211380.00,Tanga Coastal Exchange,2024-07-29
COCONUT,74.90,194740.00,Tabora Grain Yard,2024-07-29
COCONUT,83.63,217438.00,Kigoma Lake Hub,2024-07-29
MAIZE,42.06,109356.00,Dar Es Salaam Wholesale,2024-08-05
MAIZE,40.03,104078.00,Mwanza Central Hub,2024-08-05
MAIZE,43.31,112606.00,Arusha North Hub,2024-08-05
MAIZE,41.28,107328.00,Dodoma Wholesale Hub,2024-08-05
MAIZE,39.25,102050.00,Mbeya Border Market,2024-08-05
MAIZE,41.72,108472.00,Tanga Coastal Exchange,2024-08-05
MAIZE,38.46,99996.00,Tabora Grain Yard,2024-08-05
MAIZE,42.98,111748.00,Kigoma Lake Hub,2024-08-05
RICE,60.16,156416.00,Dar Es Salaam Wholesale,2024-08-05
RICE,57.25,148850.00,Mwanza Central Hub,2024-08-05
RICE,61.94,161044.00,Arusha North Hub,2024-08-05
RICE,59.03,153478.00,Dodoma Wholesale Hub,2024-08-05
RICE,56.11,145886.00,Mbeya Border Market,2024-08-05
RICE,59.63,155038.00,Tanga Coastal Exchange,2024-08-05
RICE,54.95,142870.00,Tabora Grain Yard,2024-08-05
RICE,61.39,159614.00,Kigoma Lake Hub,2024-08-05
BEANS,60.93,158418.00,Dar Es Salaam Wholesale,2024-08-05
BEANS,57.93,150618.00,Mwanza Central Hub,2024-08-05
BEANS,62.62,162812.00,Arusha North Hub,2024-08-05
BEANS,59.62,155012.00,Dodoma Wholesale Hub,2024-08-05
BEANS,56.64,147264.00,Mbeya Border Market,2024-08-05
BEANS,60.14,156364.00,Tanga Coastal Exchange,2024-08-05
BEANS,55.39,144014.00,Tabora Grain Yard,2024-08-05
BEANS,61.84,160784.00,Kigoma Lake Hub,2024-08-05
WHEAT,41.97,109122.00,Dar Es Salaam Wholesale,2024-08-05
WHEAT,39.97,103922.00,Mwanza Central Hub,2024-08-05
WHEAT,43.28,112528.00,Arusha North Hub,2024-08-05
WHEAT,41.28,107328.00,Dodoma Wholesale Hub,2024-08-05
WHEAT,39.28,102128.00,Mbeya Border Market,2024-08-05
WHEAT,41.77,108602.00,Tanga Coastal Exchange,2024-08-05
WHEAT,38.53,100178.00,Tabora Grain Yard,2024-08-05
WHEAT,43.08,112008.00,Kigoma Lake Hub,2024-08-05
SORGHUM,34.94,90844.00,Dar Es Salaam Wholesale,2024-08-05
SORGHUM,33.20,86320.00,Mwanza Central Hub,2024-08-05
SORGHUM,35.86,93236.00,Arusha North Hub,2024-08-05
SORGHUM,34.12,88712.00,Dodoma Wholesale Hub,2024-08-05
SORGHUM,32.39,84214.00,Mbeya Border Market,2024-08-05
SORGHUM,34.37,89362.00,Tanga Coastal Exchange,2024-08-05
SORGHUM,31.63,82238.00,Tabora Grain Yard,2024-08-05
SORGHUM,35.29,91754.00,Kigoma Lake Hub,2024-08-05
CASSAVA,25.55,66430.00,Dar Es Salaam Wholesale,2024-08-05
CASSAVA,24.35,63310.00,Mwanza Central Hub,2024-08-05
CASSAVA,26.38,68588.00,Arusha North Hub,2024-08-05
CASSAVA,25.17,65442.00,Dodoma Wholesale Hub,2024-08-05
CASSAVA,23.96,62296.00,Mbeya Border Market,2024-08-05
CASSAVA,25.50,66300.00,Tanga Coastal Exchange,2024-08-05
CASSAVA,23.54,61204.00,Tabora Grain Yard,2024-08-05
CASSAVA,26.33,68458.00,Kigoma Lake Hub,2024-08-05
POTATO,31.36,81536.00,Dar Es Salaam Wholesale,2024-08-05
POTATO,29.79,77454.00,Mwanza Central Hub,2024-08-05
POTATO,32.17,83642.00,Arusha North Hub,2024-08-05
POTATO,30.60,79560.00,Dodoma Wholesale Hub,2024-08-05
POTATO,29.04,75504.00,Mbeya Border Market,2024-08-05
POTATO,30.80,80080.00,Tanga Coastal Exchange,2024-08-05
POTATO,30.70,79820.00,Tabora Grain Yard,2024-08-05
POTATO,34.24,89024.00,Kigoma Lake Hub,2024-08-05
GROUNDNUT,79.72,207272.00,Dar Es Salaam Wholesale,2024-08-05
GROUNDNUT,75.96,197496.00,Mwanza Central Hub,2024-08-05
GROUNDNUT,82.28,213928.00,Arusha North Hub,2024-08-05
GROUNDNUT,78.51,204126.00,Dodoma Wholesale Hub,2024-08-05
GROUNDNUT,74.74,194324.00,Mbeya Border Market,2024-08-05
GROUNDNUT,79.52,206752.00,Tanga Coastal Exchange,2024-08-05
GROUNDNUT,73.40,190840.00,Tabora Grain Yard,2024-08-05
GROUNDNUT,82.11,213486.00,Kigoma Lake Hub,2024-08-05
SUNFLOWER,61.45,159770.00,Dar Es Salaam Wholesale,2024-08-05
SUNFLOWER,58.40,151840.00,Mwanza Central Hub,2024-08-05
SUNFLOWER,63.09,164034.00,Arusha North Hub,2024-08-05
SUNFLOWER,60.04,156104.00,Dodoma Wholesale Hub,2024-08-05
SUNFLOWER,56.99,148174.00,Mbeya Border Market,2024-08-05
SUNFLOWER,60.48,157248.00,Tanga Coastal Exchange,2024-08-05
SUNFLOWER,55.66,144716.00,Tabora Grain Yard,2024-08-05
SUNFLOWER,62.10,161460.00,Kigoma Lake Hub,2024-08-05
COFFEE,82.18,213668.00,Dar Es Salaam Wholesale,2024-08-05
COFFEE,78.26,203476.00,Mwanza Central Hub,2024-08-05
COFFEE,84.72,220272.00,Arusha North Hub,2024-08-05
COFFEE,80.80,210080.00,Dodoma Wholesale Hub,2024-08-05
COFFEE,76.87,199862.00,Mbeya Border Market,2024-08-05
COFFEE,81.75,212550.00,Tanga Coastal Exchange,2024-08-05
COFFEE,75.41,196066.00,Tabora Grain Yard,2024-08-05
COFFEE,84.32,219232.00,Kigoma Lake Hub,2024-08-05
CASHEW,94.41,245466.00,Dar Es Salaam Wholesale,2024-08-05
CASHEW,89.80,233480.00,Mwanza Central Hub,2024-08-05
CASHEW,97.09,252434.00,Arusha North Hub,2024-08-05
CASHEW,92.47,240422.00,Dodoma Wholesale Hub,2024-08-05
CASHEW,87.85,228410.00,Mbeya Border Market,2024-08-05
CASHEW,93.30,242580.00,Tanga Coastal Exchange,2024-08-05
CASHEW,85.94,223444.00,Tabora Grain Yard,2024-08-05
CASHEW,95.94,249444.00,Kigoma Lake Hub,2024-08-05
COCONUT,73.04,189904.00,Dar Es Salaam Wholesale,2024-08-05
COCONUT,69.48,180648.00,Mwanza Central Hub,2024-08-05
COCONUT,75.15,195390.00,Arusha North Hub,2024-08-05
COCONUT,71.60,186160.00,Dodoma Wholesale Hub,2024-08-05
COCONUT,68.05,176930.00,Mbeya Border Market,2024-08-05
COCONUT,72.31,188006.00,Tanga Coastal Exchange,2024-08-05
COCONUT,66.64,173264.00,Tabora Grain Yard,2024-08-05
COCONUT,74.45,193570.00,Kigoma Lake Hub,2024-08-05
MAIZE,45.55,118430.00,Dar Es Salaam Wholesale,2024-08-12
MAIZE,43.34,112684.00,Mwanza Central Hub,2024-08-12
MAIZE,46.88,121888.00,Arusha North Hub,2024-08-12
MAIZE,44.66,116116.00,Dodoma Wholesale Hub,2024-08-12
MAIZE,42.45,110370.00,Mbeya Border Market,2024-08-12
MAIZE,45.10,117260.00,Tanga Coastal Exchange,2024-08-12
MAIZE,41.56,108056.00,Tabora Grain Yard,2024-08-12
MAIZE,46.41,120666.00,Kigoma Lake Hub,2024-08-12
RICE,55.88,145288.00,Dar Es Salaam Wholesale,2024-08-12
RICE,53.14,138164.00,Mwanza Central Hub,2024-08-12
RICE,57.44,149344.00,Arusha North Hub,2024-08-12
RICE,54.71,142246.00,Dodoma Wholesale Hub,2024-08-12
RICE,51.98,135148.00,Mbeya Border Market,2024-08-12
RICE,55.21,143546.00,Tanga Coastal Exchange,2024-08-12
RICE,50.86,132236.00,Tabora Grain Yard,2024-08-12
RICE,56.79,147654.00,Kigoma Lake Hub,2024-08-12
BEANS,64.48,167648.00,Dar Es Salaam Wholesale,2024-08-12
BEANS,61.41,159666.00,Mwanza Central Hub,2024-08-12
BEANS,66.48,172848.00,Arusha North Hub,2024-08-12
BEANS,63.40,164840.00,Dodoma Wholesale Hub,2024-08-12
BEANS,60.31,156806.00,Mbeya Border Market,2024-08-12
BEANS,64.13,166738.00,Tanga Coastal Exchange,2024-08-12
BEANS,59.15,153790.00,Tabora Grain Yard,2024-08-12
BEANS,66.12,171912.00,Kigoma Lake Hub,2024-08-12
WHEAT,40.99,106574.00,Dar Es Salaam Wholesale,2024-08-12
WHEAT,38.95,101270.00,Mwanza Central Hub,2024-08-12
WHEAT,42.08,109408.00,Arusha North Hub,2024-08-12
WHEAT,40.04,104104.00,Dodoma Wholesale Hub,2024-08-12
WHEAT,38.01,98826.00,Mbeya Border Market,2024-08-12
WHEAT,40.34,104884.00,Tanga Coastal Exchange,2024-08-12
WHEAT,37.13,96538.00,Tabora Grain Yard,2024-08-12
WHEAT,41.43,107718.00,Kigoma Lake Hub,2024-08-12
SORGHUM,34.37,89362.00,Dar Es Salaam Wholesale,2024-08-12
SORGHUM,32.75,85150.00,Mwanza Central Hub,2024-08-12
SORGHUM,35.48,92248.00,Arusha North Hub,2024-08-12
SORGHUM,33.86,88036.00,Dodoma Wholesale Hub,2024-08-12
SORGHUM,32.23,83798.00,Mbeya Border Market,2024-08-12
SORGHUM,34.29,89154.00,Tanga Coastal Exchange,2024-08-12
SORGHUM,31.65,82290.00,Tabora Grain Yard,2024-08-12
SORGHUM,35.41,92066.00,Kigoma Lake Hub,2024-08-12
CASSAVA,27.25,70850.00,Dar Es Salaam Wholesale,2024-08-12
CASSAVA,25.89,67314.00,Mwanza Central Hub,2024-08-12
CASSAVA,27.96,72696.00,Arusha North Hub,2024-08-12
CASSAVA,26.60,69160.00,Dodoma Wholesale Hub,2024-08-12
CASSAVA,25.24,65624.00,Mbeya Border Market,2024-08-12
CASSAVA,26.78,69628.00,Tanga Coastal Exchange,2024-08-12
CASSAVA,24.64,64064.00,Tabora Grain Yard,2024-08-12
CASSAVA,27.48,71448.00,Kigoma Lake Hub,2024-08-12
POTATO,32.91,85566.00,Dar Es Salaam Wholesale,2024-08-12
POTATO,31.36,81536.00,Mwanza Central Hub,2024-08-12
POTATO,33.97,88322.00,Arusha North Hub,2024-08-12
POTATO,32.42,84292.00,Dodoma Wholesale Hub,2024-08-12
POTATO,30.86,80236.00,Mbeya Border Market,2024-08-12
POTATO,32.84,85384.00,Tanga Coastal Exchange,2024-08-12
POTATO,30.31,78806.00,Tabora Grain Yard,2024-08-12
POTATO,33.91,88166.00,Kigoma Lake Hub,2024-08-12
GROUNDNUT,79.64,207064.00,Dar Es Salaam Wholesale,2024-08-12
GROUNDNUT,75.68,196768.00,Mwanza Central Hub,2024-08-12
GROUNDNUT,81.74,212524.00,Arusha North Hub,2024-08-12
GROUNDNUT,77.78,202228.00,Dodoma Wholesale Hub,2024-08-12
GROUNDNUT,73.83,191958.00,Mbeya Border Market,2024-08-12
GROUNDNUT,78.34,203684.00,Tanga Coastal Exchange,2024-08-12
GROUNDNUT,72.09,187434.00,Tabora Grain Yard,2024-08-12
GROUNDNUT,80.41,209066.00,Kigoma Lake Hub,2024-08-12
SUNFLOWER,59.27,154102.00,Dar Es Salaam Wholesale,2024-08-12
SUNFLOWER,56.45,146770.00,Mwanza Central Hub,2024-08-12
SUNFLOWER,61.12,158912.00,Arusha North Hub,2024-08-12
SUNFLOWER,58.30,151580.00,Dodoma Wholesale Hub,2024-08-12
SUNFLOWER,55.47,144222.00,Mbeya Border Market,2024-08-12
SUNFLOWER,59.00,153400.00,Tanga Coastal Exchange,2024-08-12
SUNFLOWER,54.44,141544.00,Tabora Grain Yard,2024-08-12
SUNFLOWER,60.88,158288.00,Kigoma Lake Hub,2024-08-12
COFFEE,87.65,227890.00,Dar Es Salaam Wholesale,2024-08-12
COFFEE,83.35,216710.00,Mwanza Central Hub,2024-08-12
COFFEE,90.11,234286.00,Arusha North Hub,2024-08-12
COFFEE,85.80,223080.00,Dodoma Wholesale Hub,2024-08-12
COFFEE,81.50,211900.00,Mbeya Border Market,2024-08-12
COFFEE,86.54,225004.00,Tanga Coastal Exchange,2024-08-12
COFFEE,79.70,207220.00,Tabora Grain Yard,2024-08-12
COFFEE,88.96,231296.00,Kigoma Lake Hub,2024-08-12
CASHEW,87.38,227188.00,Dar Es Salaam Wholesale,2024-08-12
CASHEW,83.15,216190.00,Mwanza Central Hub,2024-08-12
CASHEW,89.95,233870.00,Arusha North Hub,2024-08-12
CASHEW,85.72,222872.00,Dodoma Wholesale Hub,2024-08-12
CASHEW,81.49,211874.00,Mbeya Border Market,2024-08-12
CASHEW,86.60,225160.00,Tanga Coastal Exchange,2024-08-12
CASHEW,79.83,207558.00,Tabora Grain Yard,2024-08-12
CASHEW,89.20,231920.00,Kigoma Lake Hub,2024-08-12
COCONUT,78.95,205270.00,Dar Es Salaam Wholesale,2024-08-12
COCONUT,75.15,195390.00,Mwanza Central Hub,2024-08-12
COCONUT,81.31,211406.00,Arusha North Hub,2024-08-12
COCONUT,77.50,201500.00,Dodoma Wholesale Hub,2024-08-12
COCONUT,73.68,191568.00,Mbeya Border Market,2024-08-12
COCONUT,78.31,203606.00,Tanga Coastal Exchange,2024-08-12
COCONUT,72.18,187668.00,Tabora Grain Yard,2024-08-12
COCONUT,80.65,209690.00,Kigoma Lake Hub,2024-08-12
MAIZE,42.15,109590.00,Dar Es Salaam Wholesale,2024-08-19
MAIZE,40.09,104234.00,Mwanza Central Hub,2024-08-19
MAIZE,43.35,112710.00,Arusha North Hub,2024-08-19
MAIZE,41.29,107354.00,Dodoma Wholesale Hub,2024-08-19
MAIZE,39.24,102024.00,Mbeya Border Market,2024-08-19
MAIZE,41.68,108368.00,Tanga Coastal Exchange,2024-08-19
MAIZE,38.41,99866.00,Tabora Grain Yard,2024-08-19
MAIZE,42.90,111540.00,Kigoma Lake Hub,2024-08-19
RICE,59.70,155220.00,Dar Es Salaam Wholesale,2024-08-19
RICE,56.85,147810.00,Mwanza Central Hub,2024-08-19
RICE,61.53,159978.00,Arusha North Hub,2024-08-19
RICE,58.67,152542.00,Dodoma Wholesale Hub,2024-08-19
RICE,55.80,145080.00,Mbeya Border Market,2024-08-19
RICE,59.33,154258.00,Tanga Coastal Exchange,2024-08-19
RICE,54.71,142246.00,Tabora Grain Yard,2024-08-19
RICE,61.14,158964.00,Kigoma Lake Hub,2024-08-19
BEANS,62.07,161382.00,Dar Es Salaam Wholesale,2024-08-19
BEANS,58.99,153374.00,Mwanza Central Hub,2024-08-19
BEANS,63.73,165698.00,Arusha North Hub,2024-08-19
BEANS,60.66,157716.00,Dodoma Wholesale Hub,2024-08-19
BEANS,57.59,149734.00,Mbeya Border Market,2024-08-19
BEANS,61.12,158912.00,Tanga Coastal Exchange,2024-08-19
BEANS,56.27,146302.00,Tabora Grain Yard,2024-08-19
BEANS,62.79,163254.00,Kigoma Lake Hub,2024-08-19
WHEAT,41.07,106782.00,Dar Es Salaam Wholesale,2024-08-19
WHEAT,39.14,101764.00,Mwanza Central Hub,2024-08-19
WHEAT,42.39,110214.00,Arusha North Hub,2024-08-19
WHEAT,40.45,105170.00,Dodoma Wholesale Hub,2024-08-19
WHEAT,38.50,100100.00,Mbeya Border Market,2024-08-19
WHEAT,40.96,106496.00,Tanga Coastal Exchange,2024-08-19
WHEAT,37.80,98280.00,Tabora Grain Yard,2024-08-19
WHEAT,42.28,109928.00,Kigoma Lake Hub,2024-08-19
SORGHUM,35.92,93392.00,Dar Es Salaam Wholesale,2024-08-19
SORGHUM,34.13,88738.00,Mwanza Central Hub,2024-08-19
SORGHUM,36.86,95836.00,Arusha North Hub,2024-08-19
SORGHUM,35.07,91182.00,Dodoma Wholesale Hub,2024-08-19
SORGHUM,33.28,86528.00,Mbeya Border Market,2024-08-19
SORGHUM,35.31,91806.00,Tanga Coastal Exchange,2024-08-19
SORGHUM,32.49,84474.00,Tabora Grain Yard,2024-08-19
SORGHUM,36.23,94198.00,Kigoma Lake Hub,2024-08-19
CASSAVA,26.94,70044.00,Dar Es Salaam Wholesale,2024-08-19
CASSAVA,25.67,66742.00,Mwanza Central Hub,2024-08-19
CASSAVA,27.81,72306.00,Arusha North Hub,2024-08-19
CASSAVA,26.54,69004.00,Dodoma Wholesale Hub,2024-08-19
CASSAVA,25.26,65676.00,Mbeya Border Market,2024-08-19
CASSAVA,26.88,69888.00,Tanga Coastal Exchange,2024-08-19
CASSAVA,24.81,64506.00,Tabora Grain Yard,2024-08-19
CASSAVA,27.76,72176.00,Kigoma Lake Hub,2024-08-19
POTATO,32.28,83928.00,Dar Es Salaam Wholesale,2024-08-19
POTATO,30.67,79742.00,Mwanza Central Hub,2024-08-19
POTATO,33.12,86112.00,Arusha North Hub,2024-08-19
POTATO,31.51,81926.00,Dodoma Wholesale Hub,2024-08-19
POTATO,29.91,77766.00,Mbeya Border Market,2024-08-19
POTATO,31.73,82498.00,Tanga Coastal Exchange,2024-08-19
POTATO,29.20,75920.00,Tabora Grain Yard,2024-08-19
POTATO,32.57,84682.00,Kigoma Lake Hub,2024-08-19
GROUNDNUT,77.98,202748.00,Dar Es Salaam Wholesale,2024-08-19
GROUNDNUT,74.28,193128.00,Mwanza Central Hub,2024-08-19
GROUNDNUT,80.44,209144.00,Arusha North Hub,2024-08-19
GROUNDNUT,76.73,199498.00,Dodoma Wholesale Hub,2024-08-19
GROUNDNUT,73.02,189852.00,Mbeya Border Market,2024-08-19
GROUNDNUT,77.68,201968.00,Tanga Coastal Exchange,2024-08-19
GROUNDNUT,71.68,186368.00,Tabora Grain Yard,2024-08-19
GROUNDNUT,80.17,208442.00,Kigoma Lake Hub,2024-08-19
SUNFLOWER,62.58,162708.00,Dar Es Salaam Wholesale,2024-08-19
SUNFLOWER,59.50,154700.00,Mwanza Central Hub,2024-08-19
SUNFLOWER,64.31,167206.00,Arusha North Hub,2024-08-19
SUNFLOWER,61.23,159198.00,Dodoma Wholesale Hub,2024-08-19
SUNFLOWER,58.15,151190.00,Mbeya Border Market,2024-08-19
SUNFLOWER,61.73,160498.00,Tanga Coastal Exchange,2024-08-19
SUNFLOWER,56.84,147784.00,Tabora Grain Yard,2024-08-19
SUNFLOWER,63.43,164918.00,Kigoma Lake Hub,2024-08-19
COFFEE,81.46,211796.00,Dar Es Salaam Wholesale,2024-08-19
COFFEE,77.53,201578.00,Mwanza Central Hub,2024-08-19
COFFEE,83.88,218088.00,Arusha North Hub,2024-08-19
COFFEE,79.96,207896.00,Dodoma Wholesale Hub,2024-08-19
COFFEE,76.03,197678.00,Mbeya Border Market,2024-08-19
COFFEE,80.82,210132.00,Tanga Coastal Exchange,2024-08-19
COFFEE,74.51,193726.00,Tabora Grain Yard,2024-08-19
COFFEE,83.27,216502.00,Kigoma Lake Hub,2024-08-19
CASHEW,94.66,246116.00,Dar Es Salaam Wholesale,2024-08-19
CASHEW,90.08,234208.00,Mwanza Central Hub,2024-08-19
CASHEW,97.45,253370.00,Arusha North Hub,2024-08-19
CASHEW,92.86,241436.00,Dodoma Wholesale Hub,2024-08-19
CASHEW,88.27,229502.00,Mbeya Border Market,2024-08-19
CASHEW,93.79,243854.00,Tanga Coastal Exchange,2024-08-19
CASHEW,86.44,224744.00,Tabora Grain Yard,2024-08-19
CASHEW,96.56,251056.00,Kigoma Lake Hub,2024-08-19
COCONUT,73.68,191568.00,Dar Es Salaam Wholesale,2024-08-19
COCONUT,70.06,182156.00,Mwanza Central Hub,2024-08-19
COCONUT,75.73,196898.00,Arusha North Hub,2024-08-19
COCONUT,72.11,187486.00,Dodoma Wholesale Hub,2024-08-19
COCONUT,68.50,178100.00,Mbeya Border Market,2024-08-19
COCONUT,72.74,189124.00,Tanga Coastal Exchange,2024-08-19
COCONUT,67.00,174200.00,Tabora Grain Yard,2024-08-19
COCONUT,74.80,194480.00,Kigoma Lake Hub,2024-08-19
MAIZE,45.36,117936.00,Dar Es Salaam Wholesale,2024-08-26
MAIZE,43.18,112268.00,Mwanza Central Hub,2024-08-26
MAIZE,46.73,121498.00,Arusha North Hub,2024-08-26
MAIZE,44.55,115830.00,Dodoma Wholesale Hub,2024-08-26
MAIZE,42.36,110136.00,Mbeya Border Market,2024-08-26
MAIZE,45.03,117078.00,Tanga Coastal Exchange,2024-08-26
MAIZE,41.51,107926.00,Tabora Grain Yard,2024-08-26
MAIZE,46.39,120614.00,Kigoma Lake Hub,2024-08-26
RICE,56.75,147550.00,Dar Es Salaam Wholesale,2024-08-26
RICE,53.94,140244.00,Mwanza Central Hub,2024-08-26
RICE,58.28,151528.00,Arusha North Hub,2024-08-26
RICE,55.48,144248.00,Dodoma Wholesale Hub,2024-08-26
RICE,52.68,136968.00,Mbeya Border Market,2024-08-26
RICE,55.93,145418.00,Tanga Coastal Exchange,2024-08-26
RICE,51.49,133874.00,Tabora Grain Yard,2024-08-26
RICE,57.47,149422.00,Kigoma Lake Hub,2024-08-26
BEANS,63.27,164502.00,Dar Es Salaam Wholesale,2024-08-26
BEANS,60.28,156728.00,Mwanza Central Hub,2024-08-26
BEANS,65.28,169728.00,Arusha North Hub,2024-08-26
BEANS,62.28,161928.00,Dodoma Wholesale Hub,2024-08-26
BEANS,59.27,154102.00,Mbeya Border Market,2024-08-26
BEANS,63.05,163930.00,Tanga Coastal Exchange,2024-08-26
BEANS,58.18,151268.00,Tabora Grain Yard,2024-08-26
BEANS,65.07,169182.00,Kigoma Lake Hub,2024-08-26
WHEAT,42.10,109460.00,Dar Es Salaam Wholesale,2024-08-26
WHEAT,39.99,103974.00,Mwanza Central Hub,2024-08-26
WHEAT,43.19,112294.00,Arusha North Hub,2024-08-26
WHEAT,41.10,106860.00,Dodoma Wholesale Hub,2024-08-26
WHEAT,39.00,101400.00,Mbeya Border Market,2024-08-26
WHEAT,41.38,107588.00,Tanga Coastal Exchange,2024-08-26
WHEAT,38.08,99008.00,Tabora Grain Yard,2024-08-26
WHEAT,42.47,110422.00,Kigoma Lake Hub,2024-08-26
SORGHUM,36.23,94198.00,Dar Es Salaam Wholesale,2024-08-26
SORGHUM,34.53,89778.00,Mwanza Central Hub,2024-08-26
SORGHUM,34.53,89778.00,Arusha North Hub,2024-08-26
SORGHUM,32.95,85670.00,Dodoma Wholesale Hub,2024-08-26
SORGHUM,31.37,81562.00,Mbeya Border Market,2024-08-26
SORGHUM,33.39,86814.00,Tanga Coastal Exchange,2024-08-26
SORGHUM,30.82,80132.00,Tabora Grain Yard,2024-08-26
SORGHUM,34.48,89648.00,Kigoma Lake Hub,2024-08-26
CASSAVA,25.92,67392.00,Dar Es Salaam Wholesale,2024-08-26
CASSAVA,24.62,64012.00,Mwanza Central Hub,2024-08-26
CASSAVA,26.59,69134.00,Arusha North Hub,2024-08-26
CASSAVA,25.30,65780.00,Dodoma Wholesale Hub,2024-08-26
CASSAVA,24.01,62426.00,Mbeya Border Market,2024-08-26
CASSAVA,25.47,66222.00,Tanga Coastal Exchange,2024-08-26
CASSAVA,23.43,60918.00,Tabora Grain Yard,2024-08-26
CASSAVA,26.13,67938.00,Kigoma Lake Hub,2024-08-26
POTATO,32.14,83564.00,Dar Es Salaam Wholesale,2024-08-26
POTATO,30.62,79612.00,Mwanza Central Hub,2024-08-26
POTATO,33.16,86216.00,Arusha North Hub,2024-08-26
POTATO,31.64,82264.00,Dodoma Wholesale Hub,2024-08-26
POTATO,30.11,78286.00,Mbeya Border Market,2024-08-26
POTATO,32.04,83304.00,Tanga Coastal Exchange,2024-08-26
POTATO,29.56,76856.00,Tabora Grain Yard,2024-08-26
POTATO,33.07,85982.00,Kigoma Lake Hub,2024-08-26
GROUNDNUT,81.34,211484.00,Dar Es Salaam Wholesale,2024-08-26
GROUNDNUT,77.32,201032.00,Mwanza Central Hub,2024-08-26
GROUNDNUT,83.55,217230.00,Arusha North Hub,2024-08-26
GROUNDNUT,79.54,206804.00,Dodoma Wholesale Hub,2024-08-26
GROUNDNUT,75.52,196352.00,Mbeya Border Market,2024-08-26
GROUNDNUT,80.16,208416.00,Tanga Coastal Exchange,2024-08-26
GROUNDNUT,73.80,191880.00,Tabora Grain Yard,2024-08-26
GROUNDNUT,82.35,214110.00,Kigoma Lake Hub,2024-08-26
SUNFLOWER,58.54,152204.00,Dar Es Salaam Wholesale,2024-08-26
SUNFLOWER,55.73,144898.00,Mwanza Central Hub,2024-08-26
SUNFLOWER,60.31,156806.00,Arusha North Hub,2024-08-26
SUNFLOWER,57.50,149500.00,Dodoma Wholesale Hub,2024-08-26
SUNFLOWER,54.69,142194.00,Mbeya Border Market,2024-08-26
SUNFLOWER,58.14,151164.00,Tanga Coastal Exchange,2024-08-26
SUNFLOWER,53.62,139412.00,Tabora Grain Yard,2024-08-26
SUNFLOWER,59.93,155818.00,Kigoma Lake Hub,2024-08-26
COFFEE,88.19,229294.00,Dar Es Salaam Wholesale,2024-08-26
COFFEE,83.91,218166.00,Mwanza Central Hub,2024-08-26
COFFEE,90.75,235950.00,Arusha North Hub,2024-08-26
COFFEE,86.47,224822.00,Dodoma Wholesale Hub,2024-08-26
COFFEE,82.18,213668.00,Mbeya Border Market,2024-08-26
COFFEE,87.30,226980.00,Tanga Coastal Exchange,2024-08-26
COFFEE,80.44,209144.00,Tabora Grain Yard,2024-08-26
COFFEE,89.84,233584.00,Kigoma Lake Hub,2024-08-26
CASHEW,87.83,228358.00,Dar Es Salaam Wholesale,2024-08-26
CASHEW,83.53,217178.00,Mwanza Central Hub,2024-08-26
CASHEW,90.30,234780.00,Arusha North Hub,2024-08-26
